employee_id,nom,prenom,genre,date_naissance,email,departement,ville,contrat,date_embauche,anciennete_annees,salaire_mensuel_brut,manager_id,temps_partiel,taux_activite
1146,Moreau,Chloé,F,1990-09-05,chloé.moreau@datascope.fr,Commercial,Nice,CDI,2018-05-18,6.6,3398.0,1195,Non,100
2206,Simon,Hugo,F,1984-08-17,hugo.simon@datascope.fr,Marketing,Lyon,Interim,2024-05-09,0.6,2227.0,2619,Oui,80
1102,Dubois,Pierre,F,1979-10-12,pierre.dubois@datascope.fr,R&D,Strasbourg,CDI,2017-09-20,7.3,3165.0,1569,Non,50
3023,Roux,Sophie,M,1985-11-20,sophie.roux@datascope.fr,Informatique,Grenoble,CDI,2015-04-26,9.7,1952.0,,Oui,100
2745,Robert,Léa,M,1965-08-11,léa.robert@datascope.fr,RH,Bordeaux,CDI,2023-07-25,1.4,3144.0,3028,Non,100
1090,Martin,Emma,F,1980-02-24,emma.martin@datascope.fr,Marketing,Lyon,CDI,2015-05-03,9.7,2904.0,,Non,100
2143,Michel,Julie,M,1978-03-05,julie.michel@datascope.fr,RH,Nice,Alternance,2019-03-08,5.8,900,,Non,100
3174,Thomas,Emma,F,1977-09-19,emma.thomas@datascope.fr,Direction,Nice,CDI,2017-06-02,7.6,3269.0,2619,Oui,80
2739,Richard,Lucas,M,1984-12-12,lucas.richard@datascope.fr,R&D,Marseille,Alternance,2024-01-25,0.9,916.0,,Non,50
2027,Laurent,Hugo,M,2013-05-12,hugo.laurent@datascope.fr,HR,Toulouse,CDI,2020-06-06,4.6,0,3142,Oui,50
2650,Fournier,Hugo,F,2000-01-15,hugo.fournier@datascope.fr,Juridique,Toulouse,CDI,2021-07-20,3.4,1796.0,1747,Non,100
1875,Vincent,Pierre,F,2012-02-02,pierre.vincentdatascope.fr,IT,Bordeaux,CDD,2015-02-27,-1.9,0,,Oui,80
2696,Robert,Emma,F,1969-01-23,emma.robert@datascope.fr,Marketing,Marseille,CDI,2017-06-10,7.6,3398.0,1136,Oui,50
1101,David,Romain,M,1975-05-11,romain.david@datascope.fr,Logistique,Lyon,CDI,2019-04-04,5.7,1891.0,2597,Non,100
3390,Michel,Antoine,M,1997-07-10,antoine.michel@datascope.fr,Finance,Marseille,CDI,2020-03-28,4.8,2378.0,1747,Non,50
3309,Garcia,Thomas,F,1980-12-30,thomas.garcia@datascope.fr,Commercial,Grenoble,CDD,2017-10-10,7.2,2043.0,2525,Non,100
1999,Vincent,Chloé,F,1994-03-18,chloé.vincent@datascope.fr,Commercial,Toulouse,CDI,2018-07-09,6.5,2687.0,1307,Non,100
2821,Moreau,Emma,M,1982-01-21,emma.moreau@datascope.fr,Marketing,Lyon,CDI,2021-06-21,3.5,3380.0,1790,Oui,80
2507,Bertrand,Hugo,F,1974-09-15,hugo.bertrand@datascope.fr,Commercial,Strasbourg,Stage,2023-12-04,1.1,900,2597,Non,100
2802,Moreau,Sophie,F,1992-11-21,sophie.moreau@datascope.fr,Commercial,Bordeaux,CDI,2022-07-01,2.5,2719.0,1818,Non,80
1058,Vincent,Théo,F,1982-12-25,théo.vincent@datascope.fr,Juridique,Bordeaux,CDI,2021-10-23,3.2,2740.0,3004,Non,80
1694,Garcia,Léa,M,1976-04-23,léa.garcia@datascope.fr,Opérations,Nice,Stage,2015-01-13,10.0,900,3284,Non,100
3213,Leroy,Camille,M,1967-11-08,camille.leroy@datascope.fr,R&D,Marseille,CDD,2019-10-31,5.2,2215.0,,Non,100
1288,Martin,Romain,M,1970-05-29,romain.martin@datascope.fr,Marketing,Lille,Alternance,2024-10-02,0.2,1158.0,,Non,100
1930,Bertrand,Emma,F,1972-05-04,emma.bertrand@datascope.fr,RH,Lille,CDI,2024-10-02,0.2,2365.0,1948,Non,100
1223,Moreau,Marie,M,1980-09-20,marie.moreau@datascope.fr,R&D,Lille,CDI,2015-09-14,9.3,2975.0,2245,Non,100
1133,Simon,Pierre,F,1972-07-04,pierre.simon@datascope.fr,Logistique,Grenoble,Alternance,2023-06-20,1.5,1174.0,1127,Non,100
1591,Fournier,Inès,F,1978-11-03,inès.fournier@datascope.fr,Commercial,Lyon,CDI,2023-08-12,1.4,2593.0,2525,Non,100
1277,Leroy,Louis,M,1976-08-01,louis.leroy@datascope.fr,Finance,Nantes,CDI,2016-02-05,8.9,3308.0,1247,Oui,100
1932,Michel,Inès,F,1976-06-14,inès.michel@datascope.fr,R&D,Marseille,Alternance,2020-05-15,4.6,900,1845,Non,100
2358,Martin,Thomas,F,1977-06-17,thomas.martin@datascope.fr,Marketing,Grenoble,CDI,2019-08-19,5.4,2237.0,2597,Non,50
2602,David,Antoine,M,1995-08-30,antoine.david@datascope.fr,Logistique,Lyon,CDI,2021-04-03,3.7,3793.0,,Non,100
2750,Leroy,Sarah,F,1993-02-15,sarah.leroy@datascope.fr,R&D,Lyon,Stage,2016-08-11,8.4,900,2067,Oui,50
1056,Martin,Marie,M,1974-12-21,marie.martin@datascope.fr,Finance,Lyon,CDI,2018-11-11,6.1,4001.0,1519,Non,100
3340,Lefebvre,Léa,F,1997-05-10,léa.lefebvre@datascope.fr,Informatique,Grenoble,CDI,2021-08-25,3.4,969.0,2645,Non,80
2662,Bertrand,Julie,M,1969-05-01,julie.bertrand@datascope.fr,Opérations,Toulouse,CDD,2022-06-29,2.5,3044.0,,Non,80
1303,Garcia,Louis,F,1984-01-23,louis.garcia@datascope.fr,Marketing,Nantes,CDI,2017-11-13,7.1,2516.0,3028,Non,100
2225,Vincent,Nicolas,M,1971-09-06,nicolas.vincent@datascope.fr,Direction,Paris,Stage,2015-11-20,9.1,1129.0,2461,Oui,100
1046,Laurent,Emma,F,1968-03-09,emma.laurent@datascope.fr,RH,Nantes,CDI,2020-12-03,4.1,,,Non,80
1805,David,Louis,F,1971-07-22,louis.david@datascope.fr,Commercial,Marseille,CDI,2015-08-18,9.4,2728.0,,Non,80
1657,Vincent,Camille,F,1980-10-06,camille.vincent@datascope.fr,R&D,Nice,CDI,2024-06-12,0.6,1153.0,1519,Non,50
2203,Dubois,Hugo,F,1973-09-01,hugo.dubois@datascope.fr,Juridique,Toulouse,CDI,2018-04-24,6.7,3369.0,3378,Non,100
2207,David,Emma,F,1971-12-11,emma.david@datascope.fr,Finance,Strasbourg,Stage,2018-05-17,6.6,900,1005,Non,100
2997,Moreau,Antoine,M,1980-09-07,antoine.moreau@datascope.fr,Opérations,Marseille,CDI,2021-10-03,3.2,1989.0,1201,Non,100
2432,Moreau,Sophie,M,1979-03-16,sophie.moreau@datascope.fr,R&D,Lille,CDI,2018-05-12,6.6,1465.0,1127,Non,50
1864,Thomas,Thomas,F,1977-07-13,thomas.thomas@datascope.fr,Marketing,Grenoble,Alternance,2023-05-04,1.7,1119.0,,Non,50
1847,Richard,Paul,M,1986-08-03,paul.richard@datascope.fr,RH,Lyon,Stage,2021-09-19,3.3,900,,Non,50
1231,David,Alice,F,1973-04-03,alice.david@datascope.fr,R&D,Grenoble,CDI,2024-07-22,0.4,2511.0,,Non,100
1189,Garcia,Lucas,M,1989-04-02,lucas.garcia@datascope.fr,Informatique,Toulouse,CDD,2023-08-15,1.4,1648.0,,Non,100
3158,Martin,Paul,F,1978-09-09,paul.martin@datascope.fr,Commercial,Nantes,CDI,2020-01-18,5.0,2425.0,2421,Non,100
1640,Martin,Julie,M,1976-11-23,julie.martin@datascope.fr,Logistique,Grenoble,CDI,2021-12-22,3.0,2271.0,,Non,80
2116,Martin,Alice,NB,1974-07-14,alice.martin@datascope.fr,Juridique,Nice,CDI,2019-09-29,5.3,3413.0,,Non,50
2849,Leroy,Alice,M,1987-10-21,alice.leroy@datascope.fr,Commercial,Lille,CDI,2022-06-06,2.6,3787.0,1136,Non,80
3151,Michel,Sophie,F,1998-04-02,sophie.michel@datascope.fr,Marketing,Bordeaux,Alternance,2021-09-23,3.3,1031.0,1335,Non,50
2161,David,Théo,F,2011-12-11,théo.david@datascope.fr,Juridique,Toulouse,CDD,2021-03-22,3.8,,,Non,80
2420,Lefebvre,Romain,M,1981-10-31,romain.lefebvre@datascope.fr,Logistique,Marseille,Alternance,2022-01-10,3.0,938.0,1569,Non,100
1701,Laurent,Lucas,M,1996-07-25,lucas.laurent@datascope.fr,Marketing,Strasbourg,CDD,2016-10-01,8.2,2555.0,2525,Non,50
2773,David,Thomas,M,1974-08-15,thomas.david@datascope.fr,Finance,Nice,CDD,2024-03-02,0.8,2559.0,,Oui,80
1441,Fournier,Marie,F,1968-12-08,marie.fournier@datascope.fr,Juridique,Bordeaux,CDI,2021-06-08,3.6,3418.0,3016,Oui,100
1258,Michel,Romain,M,1969-11-16,romain.michel@datascope.fr,Logistique,Lyon,CDI,2021-02-01,3.9,2459.0,,Non,50
1602,Robert,Camille,M,1983-10-09,camille.robert@datascope.fr,Informatique,Bordeaux,Interim,2020-05-12,4.6,2176.0,1194,Oui,100
1580,David,Hugo,NB,1969-01-08,hugo.david@datascope.fr,Commercial,Toulouse,CDD,2019-08-30,5.3,3420.0,2645,Non,100
2438,Robert,Léa,F,1984-10-31,léa.robert@datascope.fr,Informatique,Nice,Alternance,2018-10-19,6.2,934.0,,Non,80
3094,Bertrand,Léa,F,1989-01-19,léa.bertrand@datascope.fr,R&D,Paris,Stage,2020-11-21,4.1,900,2619,Non,50
3304,Garcia,Thomas,M,1998-02-10,thomas.garcia@datascope.fr,Logistique,Grenoble,Alternance,2024-06-13,0.6,1572.0,,Non,100
1249,Fournier,Lucas,F,1992-09-02,lucas.fournier@datascope.fr,Marketing,Marseille,CDI,2019-06-08,5.6,2412.0,1413,Non,100
1907,Petit,Théo,M,1995-11-15,théo.petit@datascope.fr,Direction,Nice,CDI,2020-03-30,4.8,2697.0,1194,Non,100
2001,David,Louis,F,1989-03-13,louis.david@datascope.fr,Juridique,Strasbourg,CDI,2024-02-18,0.9,2718.0,3004,Non,100
2255,Moreau,Nicolas,F,1985-02-15,nicolas.moreau@datascope.fr,Juridique,Nice,Alternance,2021-05-24,3.6,1103.0,1196,Oui,100
1341,Lefebvre,Julie,F,1980-10-06,julie.lefebvre@datascope.fr,Opérations,Lille,Interim,2015-05-03,9.7,2021.0,,Non,80
1508,Dubois,Antoine,F,1984-09-25,antoine.dubois@datascope.fr,R&D,Nice,CDI,2016-11-09,8.1,3870.0,2515,Non,100
2497,Fournier,Chloé,M,1973-08-31,chloé.fournier@datascope.fr,Juridique,Nantes,CDI,2021-10-07,3.2,2220.0,1100,Non,80
1589,Thomas,Lucas,F,1988-07-19,lucas.thomas@datascope.fr,Informatique,Toulouse,CDD,2021-10-05,3.2,2177.0,1247,Non,100
3031,Richard,Antoine,M,1969-09-19,antoine.richard@datascope.fr,Finance,Paris,CDI,2018-08-15,6.4,3524.0,,Non,50
2867,Richard,Inès,NB,1999-08-25,inès.richard@datascope.fr,R&D,Marseille,CDI,2022-01-01,3.0,3110.0,,Non,100
3182,Michel,Hugo,F,1978-07-01,hugo.michel@datascope.fr,Informatique,Bordeaux,CDD,2020-10-07,4.2,2105.0,1136,Non,100
1274,Roux,Lucas,M,1983-02-24,lucas.roux@datascope.fr,Opérations,Marseille,CDD,2020-04-13,4.7,2019.0,,Non,80
2856,Lefebvre,Julie,F,1991-03-29,julie.lefebvre@datascope.fr,Marketing,Lille,CDI,2023-10-08,1.2,2035.0,1136,Non,50
2305,Garcia,Marie,M,1981-02-02,marie.garcia@datascope.fr,Logistique,Nice,Stage,2022-03-28,2.8,900,1519,Non,100
3109,David,Antoine,M,1966-01-13,antoine.david@datascope.fr,Commercial,Bordeaux,CDI,2019-07-24,5.4,2822.0,,Oui,100
1685,Leroy,Marie,M,1979-12-21,marie.leroy@datascope.fr,Informatique,Nantes,CDI,2015-08-06,9.4,2146.0,,Oui,100
2484,Thomas,Julie,M,1987-01-13,julie.thomas@datascope.fr,Marketing,Marseille,CDI,2019-08-06,5.4,2392.0,1100,Non,80
3220,Leroy,Paul,F,1970-07-20,paul.leroy@datascope.fr,R&D,Bordeaux,Stage,2016-09-19,8.3,900,1880,Non,100
1332,Fournier,Paul,M,1969-10-09,paul.fournier@datascope.fr,Informatique,Strasbourg,Alternance,2016-04-12,8.7,1497.0,1790,Oui,100
1646,Durand,Thomas,F,1982-06-26,thomas.durand@datascope.fr,Finance,Nice,CDI,2024-04-16,0.7,2405.0,1801,Non,100
3305,Durand,Léa,M,1989-09-30,léa.durand@datascope.fr,Commercial,Toulouse,CDD,2017-04-06,7.7,2282.0,,Non,50
2267,Robert,Nicolas,F,1965-04-06,nicolas.robert@datascope.fr,Logistique,Paris,Interim,2023-07-15,1.5,3301.0,1561,Non,50
1060,Durand,Pierre,F,1984-03-31,pierre.durand@datascope.fr,Opérations,Nantes,CDI,2017-08-14,7.4,3532.0,1136,Non,50
2279,David,Emma,M,1976-05-03,emma.david@datascope.fr,R&D,Nantes,CDI,2017-02-25,7.8,900,2967,Non,100
1715,David,Hugo,M,1977-12-31,hugo.david@datascope.fr,R&D,Strasbourg,CDI,2023-10-26,1.2,2506.0,1957,Oui,100
1435,Garcia,Antoine,M,1983-03-29,antoine.garcia@datascope.fr,Logistique,Strasbourg,CDI,2017-05-01,7.7,2724.0,1948,Oui,50
3314,Garcia,Inès,M,1990-08-16,inès.garcia@datascope.fr,Logistique,Lille,CDI,2015-05-14,9.6,2356.0,1957,Non,100
1406,Lefebvre,Emma,F,1966-11-17,emma.lefebvre@datascope.fr,Juridique,Grenoble,CDI,2021-02-17,3.9,1323.0,1880,Non,100
1049,Petit,Paul,M,1975-12-26,paul.petit@datascope.fr,Finance,Grenoble,CDD,2015-04-05,9.7,2526.0,,Non,80
2316,Leroy,Inès,F,1997-02-22,inès.leroy@datascope.fr,Marketing,Strasbourg,CDI,2021-08-12,3.4,2131.0,2525,Non,100
3206,Moreau,Paul,F,1997-05-10,paul.moreau@datascope.fr,Direction,Toulouse,CDD,2015-04-15,9.7,2830.0,1335,Oui,100
2766,Roux,Alice,F,1965-12-24,alice.roux@datascope.fr,R&D,Nice,CDI,2017-06-05,7.6,2546.0,1196,Non,100
1361,Durand,Sarah,F,1998-04-23,sarah.durand@datascope.fr,Logistique,Lyon,CDI,2023-09-13,1.3,1932.0,1401,Non,80
3345,Simon,Emma,F,1996-02-09,emma.simon@datascope.fr,Finance,Lyon,CDI,2024-11-02,0.2,,1845,Non,100
1006,Durand,Louis,M,1970-09-27,louis.durand@datascope.fr,Logistique,Nice,Stage,2016-05-20,8.6,900,1195,Non,100
2455,Simon,Camille,M,1969-05-21,camille.simon@datascope.fr,Direction,Grenoble,CDI,2024-01-24,0.9,1730.0,1569,Non,100
1152,Bernard,Inès,F,1975-11-09,inès.bernard@datascope.fr,Logistique,Lille,CDI,2018-10-13,6.2,3077.0,2421,Oui,100
3285,Vincent,Louis,F,1984-07-12,louis.vincent@datascope.fr,Marketing,Toulouse,CDI,2019-08-06,5.4,3522.0,2515,Oui,100
2795,Petit,Inès,M,1995-03-17,inès.petit@datascope.fr,Informatique,Toulouse,CDI,2016-12-28,8.0,2496.0,1790,Non,100
2845,Leroy,Inès,M,1967-02-23,inès.leroy@datascope.fr,Opérations,Grenoble,CDD,2024-02-13,0.9,2789.0,1335,Non,100
2146,Bertrand,Léa,F,1989-09-19,léa.bertrand@datascope.fr,Juridique,Paris,CDI,2015-11-10,9.1,3385.0,3284,Non,80
1009,Fournier,Paul,F,1995-10-21,paul.fournier@datascope.fr,Opérations,Nantes,CDI,2022-07-16,2.5,2278.0,,Non,100
3344,Moreau,Hugo,F,1994-02-24,hugo.moreau@datascope.fr,Direction,Lille,CDI,2022-08-21,2.4,,2525,Non,100
1714,Michel,Hugo,F,1965-05-12,hugo.michel@datascope.fr,Marketing,Bordeaux,CDI,2019-11-15,5.1,2234.0,3142,Non,100
1353,Moreau,Marie,F,1999-07-23,marie.moreau@datascope.fr,Marketing,Grenoble,CDI,2017-04-30,7.7,,1005,Non,100
3205,Garcia,Lucas,F,1995-03-11,lucas.garcia@datascope.fr,Informatique,Nantes,CDI,2018-06-01,6.6,2558.0,2421,Non,100
2863,Laurent,Romain,F,1977-10-21,romain.laurent@datascope.fr,Commercial,Lille,CDI,2015-05-13,9.6,2801.0,2597,Oui,100
1378,Dubois,Léa,NB,1965-06-23,léa.dubois@datascope.fr,R&D,Nantes,CDI,2016-10-08,8.2,3553.0,,Non,100
3141,Martin,Antoine,M,2000-09-01,antoine.martin@datascope.fr,Logistique,Lille,Alternance,2019-08-26,5.3,977.0,,Non,100
3073,Bertrand,Paul,M,1996-02-06,paul.bertrand@datascope.fr,Juridique,Lille,CDI,2023-03-20,1.8,3498.0,,Non,100
1224,Dubois,Marie,M,1976-11-15,marie.dubois@datascope.fr,Direction,Grenoble,CDI,2016-12-29,8.0,2116.0,1790,Non,80
2608,Bernard,Léa,M,1999-01-27,léa.bernard@datascope.fr,RH,Nantes,CDD,2022-01-04,3.0,1734.0,1401,Non,100
3079,Durand,Alice,F,1991-08-15,alice.durand@datascope.fr,RH,Lyon,Interim,2019-11-12,5.1,2958.0,,Oui,80
1200,David,Romain,M,1980-12-23,romain.david@datascope.fr,Finance,Nice,CDI,2024-04-01,0.8,3084.0,,Non,100
2374,Leroy,Julie,F,1977-08-02,julie.leroy@datascope.fr,Opérations,Paris,CDI,2024-01-31,0.9,2056.0,2067,Oui,80
3343,Thomas,Théo,F,1991-02-19,théo.thomas@datascope.fr,Juridique,Lyon,CDD,2024-08-15,0.4,2652.0,1569,Non,80
1585,Bertrand,Chloé,M,1993-02-07,chloé.bertrand@datascope.fr,Finance,Marseille,CDI,2016-06-01,8.6,1954.0,,Non,100
2658,Richard,Pierre,M,1992-01-22,pierre.richard@datascope.fr,Logistique,Nice,CDI,2023-09-25,1.3,2895.0,,Non,50
1627,Robert,Chloé,F,1967-05-10,chloé.robert@datascope.fr,RH,Strasbourg,CDI,2019-09-03,5.3,2464.0,,Non,100
2159,Laurent,Léa,M,1968-10-22,léa.laurent@datascope.fr,R&D,Toulouse,CDI,2022-11-25,2.1,3105.0,2835,Non,100
2390,Simon,Romain,M,2000-08-18,romain.simon@datascope.fr,Finance,Paris,CDI,2015-04-23,9.7,3088.0,,Oui,100
2780,Thomas,Léa,M,1968-01-31,léa.thomas@datascope.fr,RH,Strasbourg,CDI,2024-02-29,0.8,2598.0,2835,Non,100
1145,Lefebvre,Camille,F,2000-10-10,camille.lefebvre@datascope.fr,RH,Toulouse,CDI,2018-11-11,6.1,3018.0,,Non,80
2247,Michel,Julie,F,1972-12-13,julie.michel@datascope.fr,Finance,Lyon,Alternance,2021-02-04,3.9,990.0,2597,Oui,100
2526,Thomas,Hugo,M,1991-03-19,hugo.thomas@datascope.fr,Marketing,Marseille,CDI,2019-04-23,5.7,2355.0,2645,Non,100
2580,Laurent,Alice,F,1985-05-20,alice.laurent@datascope.fr,R&D,Bordeaux,Stage,2020-09-17,4.3,900,,Non,100
2184,Robert,Alice,M,1970-02-04,alice.robert@datascope.fr,Informatique,Grenoble,CDI,2018-11-24,6.1,2456.0,1413,Non,80
3283,Garcia,Nicolas,F,1983-12-04,nicolas.garcia@datascope.fr,R&D,Grenoble,CDD,2024-02-22,0.9,1622.0,2630,Non,80
1302,Durand,Chloé,M,1988-12-23,chloé.durand@datascope.fr,Opérations,Nantes,CDI,2019-08-31,5.3,1532.0,3004,Oui,80
3126,Laurent,Hugo,M,1975-06-29,hugo.laurent@datascope.fr,Informatique,Toulouse,CDD,2019-07-14,5.5,1369.0,3378,Non,100
3034,Bernard,Inès,F,1974-07-17,inès.bernard@datascope.fr,Logistique,Paris,CDI,2018-09-03,6.3,2694.0,1641,Non,80
1894,Vincent,Léa,M,1977-04-08,léa.vincent@datascope.fr,Finance,Toulouse,Alternance,2022-06-27,2.5,900,2515,Oui,80
3241,Michel,Louis,F,1978-12-30,louis.michel@datascope.fr,Direction,Toulouse,CDI,2022-09-15,2.3,3550.0,2245,Non,100
1337,Bernard,Alice,F,1994-05-02,alice.bernard@datascope.fr,Commercial,Toulouse,CDI,2016-12-24,8.0,3408.0,,Non,100
2388,Leroy,Hugo,F,1996-10-05,hugo.leroy@datascope.fr,Opérations,Strasbourg,CDD,2018-02-11,6.9,2843.0,1179,Oui,100
2008,Moreau,Sarah,F,1974-10-29,sarah.moreau@datascope.fr,Direction,Nice,CDI,2023-01-18,2.0,2510.0,1957,Non,100
2777,Moreau,Paul,NB,1992-01-01,paul.moreau@datascope.fr,Direction,Strasbourg,Alternance,2023-02-21,1.9,1121.0,1801,Non,100
2268,Leroy,Pierre,F,1989-11-16,pierre.leroy@datascope.fr,Opérations,Nice,CDI,2016-10-18,8.2,3169.0,3004,Non,80
2724,Michel,Emma,NB,1976-07-24,emma.michel@datascope.fr,Marketing,Paris,CDI,2018-11-10,6.1,3217.0,1092,Non,100
2548,Moreau,Romain,F,1993-02-26,romain.moreau@datascope.fr,Direction,Toulouse,CDI,2023-05-07,1.7,3695.0,1179,Oui,100
1085,Moreau,Inès,M,1992-04-14,inès.moreau@datascope.fr,RH,Paris,Interim,2023-12-29,1.0,1606.0,2525,Non,80
2891,Vincent,Marie,M,1994-05-13,marie.vincent@datascope.fr,R&D,Nantes,CDD,2015-06-07,9.6,2686.0,,Non,100
2098,David,Sarah,M,1995-12-12,sarah.david@datascope.fr,Opérations,Nantes,CDD,2021-04-27,3.7,2840.0,1335,Non,100
1706,Bertrand,Louis,F,1979-01-01,louis.bertrand@datascope.fr,Finance,Paris,CDI,2018-08-16,6.4,3414.0,2122,Non,100
2586,Vincent,Théo,M,1999-02-23,théo.vincent@datascope.fr,Commercial,Marseille,CDI,2023-09-04,1.3,3815.0,1569,Non,100
1462,Fournier,Inès,F,1994-01-22,inès.fournier@datascope.fr,Finance,Marseille,CDD,2024-03-14,0.8,2794.0,1880,Non,80
2274,Bernard,Julie,F,1977-11-29,julie.bernard@datascope.fr,RH,Paris,Alternance,2021-03-30,3.8,1283.0,3284,Non,50
3338,Laurent,Théo,F,1971-10-17,théo.laurent@datascope.fr,Informatique,Paris,CDI,2023-04-28,1.7,2837.0,2607,Oui,100
2071,Vincent,Hugo,M,1991-07-12,hugo.vincent@datascope.fr,RH,Grenoble,CDI,2019-10-23,5.2,3125.0,2607,Non,100
2363,Martin,Sarah,F,1981-07-16,sarah.martin@datascope.fr,Informatique,Nantes,CDD,2015-08-01,9.4,4216.0,1845,Oui,100
3196,Bertrand,Julie,F,1996-09-06,julie.bertrand@datascope.fr,Juridique,Paris,CDI,2020-04-27,4.7,1981.0,2515,Non,100
1611,Laurent,Pierre,F,1992-11-20,pierre.laurent@datascope.fr,Commercial,Bordeaux,CDD,2024-02-08,0.9,2746.0,,Non,100
2999,Laurent,Théo,M,1986-03-13,théo.laurent@datascope.fr,Marketing,Nantes,CDI,2021-02-08,3.9,1851.0,2421,Non,100
2368,David,Marie,F,1967-09-07,marie.david@datascope.fr,Juridique,Marseille,CDD,2016-09-02,8.3,2040.0,1005,Non,50
1656,Laurent,Alice,F,1988-10-24,alice.laurent@datascope.fr,Informatique,Lille,CDI,2020-09-14,4.3,3478.0,1801,Non,100
3252,Garcia,Thomas,F,1991-03-07,thomas.garcia@datascope.fr,Commercial,Nice,Interim,2020-09-05,4.3,1866.0,1747,Non,100
3237,Simon,Louis,F,1982-06-01,louis.simon@datascope.fr,Opérations,Toulouse,CDD,2015-02-06,9.9,2103.0,3378,Non,80
2013,Dubois,Sophie,NB,1983-04-17,sophie.dubois@datascope.fr,R&D,Marseille,CDD,2018-03-08,6.8,3587.0,1747,Non,80
1226,Dubois,Paul,F,1968-03-01,paul.dubois@datascope.fr,Opérations,Marseille,CDI,2022-02-24,2.9,3110.0,1519,Non,100
2640,Roux,Julie,M,2000-05-09,julie.roux@datascope.fr,Commercial,Lyon,Stage,2022-09-07,2.3,900,,Non,100
2506,Dubois,Léa,M,1982-03-04,léa.dubois@datascope.fr,Marketing,Toulouse,CDI,2024-10-19,0.2,2949.0,1818,Non,100
3009,Robert,Alice,M,1999-03-20,alice.robert@datascope.fr,Direction,Grenoble,Stage,2015-04-22,9.7,900,,Non,100
3171,Simon,Alice,M,1997-08-26,alice.simon@datascope.fr,Juridique,Lille,CDI,2015-07-18,9.5,3681.0,1196,Oui,100
2148,David,Antoine,F,1986-11-27,antoine.david@datascope.fr,Marketing,Paris,Interim,2024-10-16,0.2,2279.0,,Non,50
1003,Bernard,Emma,F,1995-02-08,emma.bernard@datascope.fr,Commercial,Toulouse,CDD,2023-07-21,1.4,1922.0,2597,Non,100
2055,Dubois,Camille,M,1968-09-18,camille.dubois@datascope.fr,RH,Paris,CDI,2018-12-16,6.0,1473.0,2967,Non,100
1499,Durand,Paul,F,1982-06-24,paul.durand@datascope.fr,Marketing,Paris,CDI,2017-09-19,7.3,3296.0,1005,Non,100
2434,Richard,Thomas,F,1986-03-14,thomas.richard@datascope.fr,Logistique,Grenoble,Interim,2016-05-23,8.6,1540.0,1818,Non,100
1759,Roux,Alice,F,1971-10-05,alice.roux@datascope.fr,Commercial,Lille,Interim,2022-11-13,2.1,1792.0,1801,Non,50
1477,Richard,Louis,F,1980-05-05,louis.richard@datascope.fr,Logistique,Grenoble,CDI,2015-11-08,9.1,1602.0,2515,Non,100
1672,Garcia,Pierre,M,1973-10-13,pierre.garcia@datascope.fr,Finance,Lyon,CDD,2018-09-01,6.3,2880.0,1818,Non,80
3157,Leroy,Inès,M,1981-03-20,inès.leroy@datascope.fr,Direction,Nice,CDI,2023-02-13,1.9,2765.0,,Oui,50
1860,Vincent,Camille,M,1989-01-14,camille.vincent@datascope.fr,R&D,Nantes,CDD,2015-03-18,9.8,1933.0,1127,Non,100
1292,Simon,Louis,M,1979-01-06,louis.simon@datascope.fr,Direction,Paris,CDI,2016-09-13,8.3,2898.0,1519,Non,50
3400,Durand,Julie,F,1981-04-05,julie.durand@datascope.fr,RH,Lyon,CDI,2017-03-12,7.8,3806.0,,Non,100
2633,Laurent,Louis,M,2000-06-07,louis.laurent@datascope.fr,R&D,Paris,Alternance,2021-06-03,3.6,1478.0,1247,Non,100
1317,Thomas,Sophie,F,2000-11-11,sophie.thomas@datascope.fr,RH,Bordeaux,CDI,2018-06-24,6.5,2797.0,1195,Non,100
1243,Martin,Sophie,M,1965-01-01,sophie.martin@datascope.fr,Informatique,Lyon,Alternance,2022-12-19,2.0,1146.0,,Oui,100
3291,Bernard,Paul,F,1970-10-11,paul.bernard@datascope.fr,Juridique,Nantes,CDD,2017-04-19,7.7,1581.0,1136,Non,80
1095,Vincent,Romain,M,1979-12-18,romain.vincent@datascope.fr,Informatique,Strasbourg,Interim,2024-05-06,0.7,2946.0,1307,Non,50
1625,Bernard,Théo,NB,1995-06-25,théo.bernard@datascope.fr,Informatique,Paris,CDI,2024-06-09,0.6,2511.0,1201,Non,100
2624,Moreau,Julie,F,1973-10-31,julie.moreau@datascope.fr,Direction,Paris,Interim,2016-11-04,8.2,2702.0,1641,Non,80
1621,Fournier,Lucas,M,1966-06-19,lucas.fournier@datascope.fr,RH,Lille,CDD,2023-05-16,1.6,2824.0,,Non,50
1846,Leroy,Paul,M,1990-03-18,paul.leroy@datascope.fr,Direction,Nantes,CDI,2017-07-06,7.5,2352.0,3016,Non,50
2109,Vincent,Théo,F,1990-03-05,théo.vincent@datascope.fr,RH,Paris,CDI,2023-11-27,1.1,2810.0,2607,Oui,100
1816,Garcia,Sarah,NB,1980-02-21,sarah.garcia@datascope.fr,Logistique,Paris,CDI,2015-06-15,9.5,2633.0,2619,Non,50
2381,Moreau,Romain,F,1968-12-07,romain.moreau@datascope.fr,R&D,Lille,CDD,2020-06-04,4.6,1986.0,1247,Non,50
2855,Robert,Léa,M,1979-06-07,léa.robert@datascope.fr,Commercial,Paris,CDD,2019-02-26,5.8,3040.0,3004,Oui,100
