employee_id,genre,email,departement,ville,contrat,date_embauche,anciennete_annees,salaire_mensuel_brut,temps_partiel,taux_activite,age,tranche_age
3345,F,emma.simon@datascope.fr,Finance,Lyon,CDI,2024-11-02,0.2,3045.0,Non,100,28,25-34 ans
1006,M,louis.durand@datascope.fr,Logistique,Nice,Stage,2016-05-20,8.6,900.0,Non,100,54,45-54 ans
2455,M,camille.simon@datascope.fr,Direction,Grenoble,CDI,2024-01-24,0.9,1730.0,Non,100,55,55 ans et plus
1152,F,inès.bernard@datascope.fr,Logistique,Lille,CDI,2018-10-13,6.2,3077.0,Non,100,49,45-54 ans
3285,F,louis.vincent@datascope.fr,Marketing,Toulouse,CDI,2019-08-06,5.4,3522.0,Non,100,40,35-44 ans
2795,M,inès.petit@datascope.fr,Informatique,Toulouse,CDI,2016-12-28,8.0,2496.0,Non,100,29,25-34 ans
2845,M,inès.leroy@datascope.fr,Opérations,Grenoble,CDD,2024-02-13,0.9,2789.0,Non,100,57,55 ans et plus
2146,F,léa.bertrand@datascope.fr,Juridique,Paris,CDI,2015-11-10,9.1,3385.0,Oui,80,35,35-44 ans
1009,F,paul.fournier@datascope.fr,Opérations,Nantes,CDI,2022-07-16,2.5,2278.0,Non,100,29,25-34 ans
3344,F,hugo.moreau@datascope.fr,Direction,Lille,CDI,2022-08-21,2.4,2885.0,Non,100,30,25-34 ans
1714,F,hugo.michel@datascope.fr,Marketing,Bordeaux,CDI,2019-11-15,5.1,2234.0,Non,100,59,55 ans et plus
1353,F,marie.moreau@datascope.fr,Marketing,Grenoble,CDI,2017-04-30,7.7,2849.0,Non,100,25,25-34 ans
3205,F,lucas.garcia@datascope.fr,Informatique,Nantes,CDI,2018-06-01,6.6,2558.0,Non,100,29,25-34 ans
2863,F,romain.laurent@datascope.fr,Commercial,Lille,CDI,2015-05-13,9.6,2801.0,Non,100,47,45-54 ans
1378,NB,léa.dubois@datascope.fr,R&D,Nantes,CDI,2016-10-08,8.2,3553.0,Non,100,59,55 ans et plus
3141,M,antoine.martin@datascope.fr,Logistique,Lille,Alternance,2019-08-26,5.3,977.0,Non,100,24,Moins de 25 ans
3073,M,paul.bertrand@datascope.fr,Juridique,Lille,CDI,2023-03-20,1.8,3498.0,Non,100,28,25-34 ans
1224,M,marie.dubois@datascope.fr,Direction,Grenoble,CDI,2016-12-29,8.0,2116.0,Oui,80,48,45-54 ans
2608,M,léa.bernard@datascope.fr,RH,Nantes,CDD,2022-01-04,3.0,1734.0,Non,100,25,25-34 ans
3079,F,alice.durand@datascope.fr,RH,Lyon,Interim,2019-11-12,5.1,2958.0,Oui,80,33,25-34 ans
1200,M,romain.david@datascope.fr,Finance,Nice,CDI,2024-04-01,0.8,3084.0,Non,100,44,35-44 ans
2374,F,julie.leroy@datascope.fr,Opérations,Paris,CDI,2024-01-31,0.9,2056.0,Oui,80,47,45-54 ans
3343,F,théo.thomas@datascope.fr,Juridique,Lyon,CDD,2024-08-15,0.4,2652.0,Oui,80,33,25-34 ans
1585,M,chloé.bertrand@datascope.fr,Finance,Marseille,CDI,2016-06-01,8.6,1954.0,Non,100,31,25-34 ans
2658,M,pierre.richard@datascope.fr,Logistique,Nice,CDI,2023-09-25,1.3,2895.0,Oui,50,32,25-34 ans
1627,F,chloé.robert@datascope.fr,RH,Strasbourg,CDI,2019-09-03,5.3,2464.0,Non,100,57,55 ans et plus
2159,M,léa.laurent@datascope.fr,R&D,Toulouse,CDI,2022-11-25,2.1,3105.0,Non,100,56,55 ans et plus
2390,M,romain.simon@datascope.fr,Finance,Paris,CDI,2015-04-23,9.7,3088.0,Non,100,24,Moins de 25 ans
2780,M,léa.thomas@datascope.fr,RH,Strasbourg,CDI,2024-02-29,0.8,2598.0,Non,100,56,55 ans et plus
1145,F,camille.lefebvre@datascope.fr,RH,Toulouse,CDI,2018-11-11,6.1,3018.0,Oui,80,24,Moins de 25 ans
2247,F,julie.michel@datascope.fr,Finance,Lyon,Alternance,2021-02-04,3.9,990.0,Non,100,52,45-54 ans
2526,M,hugo.thomas@datascope.fr,Marketing,Marseille,CDI,2019-04-23,5.7,2355.0,Non,100,33,25-34 ans
2580,F,alice.laurent@datascope.fr,R&D,Bordeaux,Stage,2020-09-17,4.3,900.0,Non,100,39,35-44 ans
2184,M,alice.robert@datascope.fr,Informatique,Grenoble,CDI,2018-11-24,6.1,2456.0,Oui,80,54,45-54 ans
3283,F,nicolas.garcia@datascope.fr,R&D,Grenoble,CDD,2024-02-22,0.9,1622.0,Oui,80,41,35-44 ans
1302,M,chloé.durand@datascope.fr,Opérations,Nantes,CDI,2019-08-31,5.3,1532.0,Oui,80,36,35-44 ans
3126,M,hugo.laurent@datascope.fr,Informatique,Toulouse,CDD,2019-07-14,5.5,1369.0,Non,100,49,45-54 ans
3034,F,inès.bernard@datascope.fr,Logistique,Paris,CDI,2018-09-03,6.3,2694.0,Oui,80,50,45-54 ans
1894,M,léa.vincent@datascope.fr,Finance,Toulouse,Alternance,2022-06-27,2.5,900.0,Oui,80,47,45-54 ans
3241,F,louis.michel@datascope.fr,Direction,Toulouse,CDI,2022-09-15,2.3,3550.0,Non,100,46,45-54 ans
1337,F,alice.bernard@datascope.fr,Commercial,Toulouse,CDI,2016-12-24,8.0,3408.0,Non,100,30,25-34 ans
2388,F,hugo.leroy@datascope.fr,Opérations,Strasbourg,CDD,2018-02-11,6.9,2843.0,Non,100,28,25-34 ans
2008,F,sarah.moreau@datascope.fr,Direction,Nice,CDI,2023-01-18,2.0,2510.0,Non,100,50,45-54 ans
2777,NB,paul.moreau@datascope.fr,Direction,Strasbourg,Alternance,2023-02-21,1.9,1121.0,Non,100,32,25-34 ans
2268,F,pierre.leroy@datascope.fr,Opérations,Nice,CDI,2016-10-18,8.2,3169.0,Oui,80,35,35-44 ans
2724,NB,emma.michel@datascope.fr,Marketing,Paris,CDI,2018-11-10,6.1,3217.0,Non,100,48,45-54 ans
2548,F,romain.moreau@datascope.fr,Direction,Toulouse,CDI,2023-05-07,1.7,3695.0,Non,100,31,25-34 ans
1085,M,inès.moreau@datascope.fr,RH,Paris,Interim,2023-12-29,1.0,1606.0,Oui,80,32,25-34 ans
2891,M,marie.vincent@datascope.fr,R&D,Nantes,CDD,2015-06-07,9.6,2686.0,Non,100,30,25-34 ans
2098,M,sarah.david@datascope.fr,Opérations,Nantes,CDD,2021-04-27,3.7,2840.0,Non,100,29,25-34 ans
1706,F,louis.bertrand@datascope.fr,Finance,Paris,CDI,2018-08-16,6.4,3414.0,Non,100,45,45-54 ans
2586,M,théo.vincent@datascope.fr,Commercial,Marseille,CDI,2023-09-04,1.3,3815.0,Non,100,25,25-34 ans
1462,F,inès.fournier@datascope.fr,Finance,Marseille,CDD,2024-03-14,0.8,2794.0,Oui,80,30,25-34 ans
2274,F,julie.bernard@datascope.fr,RH,Paris,Alternance,2021-03-30,3.8,1283.0,Oui,50,47,45-54 ans
3338,F,théo.laurent@datascope.fr,Informatique,Paris,CDI,2023-04-28,1.7,2837.0,Non,100,53,45-54 ans
2071,M,hugo.vincent@datascope.fr,RH,Grenoble,CDI,2019-10-23,5.2,3125.0,Non,100,33,25-34 ans
2363,F,sarah.martin@datascope.fr,Informatique,Nantes,CDD,2015-08-01,9.4,4216.0,Non,100,43,35-44 ans
3196,F,julie.bertrand@datascope.fr,Juridique,Paris,CDI,2020-04-27,4.7,1981.0,Non,100,28,25-34 ans
1611,F,pierre.laurent@datascope.fr,Commercial,Bordeaux,CDD,2024-02-08,0.9,2746.0,Non,100,32,25-34 ans
2999,M,théo.laurent@datascope.fr,Marketing,Nantes,CDI,2021-02-08,3.9,1851.0,Non,100,38,35-44 ans
2368,F,marie.david@datascope.fr,Juridique,Marseille,CDD,2016-09-02,8.3,2040.0,Oui,50,57,55 ans et plus
1656,F,alice.laurent@datascope.fr,Informatique,Lille,CDI,2020-09-14,4.3,3478.0,Non,100,36,35-44 ans
3252,F,thomas.garcia@datascope.fr,Commercial,Nice,Interim,2020-09-05,4.3,1866.0,Non,100,33,25-34 ans
3237,F,louis.simon@datascope.fr,Opérations,Toulouse,CDD,2015-02-06,9.9,2103.0,Oui,80,42,35-44 ans
2013,NB,sophie.dubois@datascope.fr,R&D,Marseille,CDD,2018-03-08,6.8,3587.0,Oui,80,41,35-44 ans
1226,F,paul.dubois@datascope.fr,Opérations,Marseille,CDI,2022-02-24,2.9,3110.0,Non,100,56,55 ans et plus
2640,M,julie.roux@datascope.fr,Commercial,Lyon,Stage,2022-09-07,2.3,900.0,Non,100,24,Moins de 25 ans
2506,M,léa.dubois@datascope.fr,Marketing,Toulouse,CDI,2024-10-19,0.2,2949.0,Non,100,42,35-44 ans
3009,M,alice.robert@datascope.fr,Direction,Grenoble,Stage,2015-04-22,9.7,900.0,Non,100,25,25-34 ans
3171,M,alice.simon@datascope.fr,Juridique,Lille,CDI,2015-07-18,9.5,3681.0,Non,100,27,25-34 ans
2148,F,antoine.david@datascope.fr,Marketing,Paris,Interim,2024-10-16,0.2,2279.0,Oui,50,38,35-44 ans
1003,F,emma.bernard@datascope.fr,Commercial,Toulouse,CDD,2023-07-21,1.4,1922.0,Non,100,29,25-34 ans
2055,M,camille.dubois@datascope.fr,RH,Paris,CDI,2018-12-16,6.0,1473.0,Non,100,56,55 ans et plus
1499,F,paul.durand@datascope.fr,Marketing,Paris,CDI,2017-09-19,7.3,3296.0,Non,100,42,35-44 ans
2434,F,thomas.richard@datascope.fr,Logistique,Grenoble,Interim,2016-05-23,8.6,1540.0,Non,100,38,35-44 ans
1759,F,alice.roux@datascope.fr,Commercial,Lille,Interim,2022-11-13,2.1,1792.0,Oui,50,53,45-54 ans
1477,F,louis.richard@datascope.fr,Logistique,Grenoble,CDI,2015-11-08,9.1,1602.0,Non,100,44,35-44 ans
1672,M,pierre.garcia@datascope.fr,Finance,Lyon,CDD,2018-09-01,6.3,2880.0,Oui,80,51,45-54 ans
3157,M,inès.leroy@datascope.fr,Direction,Nice,CDI,2023-02-13,1.9,2765.0,Oui,50,43,35-44 ans
1860,M,camille.vincent@datascope.fr,R&D,Nantes,CDD,2015-03-18,9.8,1933.0,Non,100,35,35-44 ans
1292,M,louis.simon@datascope.fr,Direction,Paris,CDI,2016-09-13,8.3,2898.0,Oui,50,45,45-54 ans
3400,F,julie.durand@datascope.fr,RH,Lyon,CDI,2017-03-12,7.8,3806.0,Non,100,43,35-44 ans
2633,M,louis.laurent@datascope.fr,R&D,Paris,Alternance,2021-06-03,3.6,1478.0,Non,100,24,Moins de 25 ans
1317,F,sophie.thomas@datascope.fr,RH,Bordeaux,CDI,2018-06-24,6.5,2797.0,Non,100,24,Moins de 25 ans
1243,M,sophie.martin@datascope.fr,Informatique,Lyon,Alternance,2022-12-19,2.0,1146.0,Non,100,59,55 ans et plus
3291,F,paul.bernard@datascope.fr,Juridique,Nantes,CDD,2017-04-19,7.7,1581.0,Oui,80,54,45-54 ans
1095,M,romain.vincent@datascope.fr,Informatique,Strasbourg,Interim,2024-05-06,0.7,2946.0,Oui,50,45,45-54 ans
1625,NB,théo.bernard@datascope.fr,Informatique,Paris,CDI,2024-06-09,0.6,2511.0,Non,100,29,25-34 ans
2624,F,julie.moreau@datascope.fr,Direction,Paris,Interim,2016-11-04,8.2,2702.0,Oui,80,51,45-54 ans
1621,M,lucas.fournier@datascope.fr,RH,Lille,CDD,2023-05-16,1.6,2824.0,Oui,50,58,55 ans et plus
1846,M,paul.leroy@datascope.fr,Direction,Nantes,CDI,2017-07-06,7.5,2352.0,Oui,50,34,25-34 ans
2109,F,théo.vincent@datascope.fr,RH,Paris,CDI,2023-11-27,1.1,2810.0,Non,100,34,25-34 ans
1816,NB,sarah.garcia@datascope.fr,Logistique,Paris,CDI,2015-06-15,9.5,2633.0,Oui,50,44,35-44 ans
2381,F,romain.moreau@datascope.fr,R&D,Lille,CDD,2020-06-04,4.6,1986.0,Oui,50,56,55 ans et plus
2855,M,léa.robert@datascope.fr,Commercial,Paris,CDD,2019-02-26,5.8,3040.0,Non,100,45,45-54 ans
1149,F,antoine.michel@datascope.fr,Marketing,Nantes,Stage,2016-04-07,8.7,900.0,Oui,50,50,45-54 ans
1686,M,romain.roux@datascope.fr,Marketing,Strasbourg,CDI,2018-01-10,7.0,2293.0,Oui,50,26,25-34 ans
2985,F,chloé.david@datascope.fr,RH,Toulouse,CDI,2017-12-02,7.1,2956.0,Non,100,53,45-54 ans
1139,F,léa.david@datascope.fr,Juridique,Nantes,CDI,2017-09-28,7.3,2561.0,Non,100,59,55 ans et plus
1430,F,pierre.simon@datascope.fr,Direction,Nantes,CDD,2017-12-02,7.1,2443.0,Oui,80,32,25-34 ans
3372,F,sarah.lefebvre@datascope.fr,Logistique,Nantes,CDI,2020-01-24,4.9,3761.0,Non,100,45,45-54 ans
1882,F,chloé.richard@datascope.fr,Marketing,Lille,CDI,2020-02-11,4.9,2535.0,Oui,50,24,Moins de 25 ans
2814,F,emma.martin@datascope.fr,Informatique,Grenoble,CDD,2024-06-12,0.6,1412.0,Non,100,46,45-54 ans
3228,M,chloé.simon@datascope.fr,Opérations,Strasbourg,CDD,2020-09-07,4.3,2516.0,Oui,50,28,25-34 ans
1489,NB,thomas.martin@datascope.fr,Juridique,Nantes,CDI,2019-03-30,5.8,2128.0,Oui,50,30,25-34 ans
2039,F,léa.dubois@datascope.fr,Juridique,Grenoble,CDD,2024-09-22,0.3,2487.0,Oui,80,38,35-44 ans
3221,M,antoine.bernard@datascope.fr,Commercial,Toulouse,CDI,2022-01-30,2.9,1149.0,Non,100,49,45-54 ans
2620,M,sophie.michel@datascope.fr,R&D,Nice,Stage,2019-06-18,5.5,900.0,Oui,80,59,55 ans et plus
3049,F,romain.bernard@datascope.fr,Direction,Grenoble,CDI,2023-11-29,1.1,2930.0,Non,100,27,25-34 ans
2599,F,nicolas.richard@datascope.fr,Direction,Bordeaux,CDD,2021-06-08,3.6,2114.0,Non,100,24,Moins de 25 ans
2294,M,paul.roux@datascope.fr,Logistique,Nice,CDI,2021-05-05,3.7,2421.0,Non,100,9,Moins de 25 ans
1267,M,romain.bernard@datascope.fr,Direction,Nice,CDD,2019-12-16,5.0,2439.0,Non,100,53,45-54 ans
1468,M,antoine.robert@datascope.fr,Juridique,Marseille,CDD,2018-06-01,6.6,3484.0,Non,100,28,25-34 ans
2511,F,antoine.vincent@datascope.fr,Direction,Lille,Stage,2022-06-09,2.6,900.0,Non,100,32,25-34 ans
2848,F,antoine.lefebvre@datascope.fr,Logistique,Marseille,Interim,2023-05-02,1.7,2381.0,Non,100,54,45-54 ans
2493,M,alice.michel@datascope.fr,Finance,Lille,CDI,2021-09-22,3.3,2576.0,Non,100,54,45-54 ans
3040,F,paul.moreau@datascope.fr,Commercial,Bordeaux,CDI,2021-12-23,3.0,2420.0,Non,100,28,25-34 ans
1459,F,hugo.moreau@datascope.fr,Commercial,Strasbourg,Interim,2018-12-23,6.0,1589.0,Non,100,39,35-44 ans
2546,M,antoine.simon@datascope.fr,Marketing,Grenoble,CDI,2022-09-20,2.3,3902.0,Oui,50,45,45-54 ans
1295,F,marie.lefebvre@datascope.fr,RH,Marseille,CDI,2018-11-18,6.1,2181.0,Non,100,24,Moins de 25 ans
1452,F,lucas.vincent@datascope.fr,RH,Grenoble,CDI,2023-05-20,1.6,2683.0,Non,100,37,35-44 ans
1368,F,louis.robert@datascope.fr,Commercial,Bordeaux,CDI,2018-04-21,6.7,4061.0,Non,100,32,25-34 ans
2501,F,sophie.simon@datascope.fr,Opérations,Grenoble,CDI,2016-09-15,8.3,2640.0,Non,100,26,25-34 ans
1176,F,pierre.simon@datascope.fr,R&D,Toulouse,CDD,2018-02-27,6.8,1851.0,Non,100,44,35-44 ans
1379,F,pierre.laurent@datascope.fr,Opérations,Paris,CDI,2016-11-05,8.2,2574.0,Non,100,52,45-54 ans
1537,F,sophie.lefebvre@datascope.fr,Opérations,Grenoble,Stage,2018-03-07,6.8,900.0,Non,100,55,55 ans et plus
2133,M,julie.martin@datascope.fr,Informatique,Paris,CDI,2023-07-13,1.5,2569.0,Non,100,47,45-54 ans
1965,F,sophie.leroy@datascope.fr,Informatique,Lyon,CDI,2016-09-28,8.3,2587.0,Non,100,28,25-34 ans
1312,F,emma.petit@datascope.fr,Logistique,Lille,CDD,2023-08-28,1.3,1790.0,Oui,80,24,Moins de 25 ans
1434,M,inès.durand@datascope.fr,Juridique,Grenoble,CDI,2015-04-07,9.7,2373.0,Oui,50,48,45-54 ans
2216,F,sarah.bertrand@datascope.fr,Direction,Bordeaux,CDI,2022-06-21,2.5,2618.0,Non,100,51,45-54 ans
2993,F,julie.bertrand@datascope.fr,R&D,Strasbourg,CDI,2022-05-06,2.7,3186.0,Oui,80,30,25-34 ans
1404,F,inès.bertrand@datascope.fr,Opérations,Lille,CDI,2022-09-19,2.3,3377.0,Oui,50,54,45-54 ans
2383,M,lucas.laurent@datascope.fr,Commercial,Nantes,CDI,2016-08-14,8.4,3410.0,Non,100,39,35-44 ans
2080,NB,lucas.durand@datascope.fr,Finance,Bordeaux,CDD,2019-10-19,5.2,2082.0,Non,100,42,35-44 ans
1538,F,julie.lefebvre@datascope.fr,Commercial,Lille,CDI,2022-01-04,3.0,3446.0,Non,100,42,35-44 ans
2025,M,alice.fournier@datascope.fr,Finance,Nice,CDD,2019-12-04,5.1,1964.0,Oui,80,33,25-34 ans
2980,M,inès.fournier@datascope.fr,R&D,Marseille,CDI,2023-12-27,1.0,2832.0,Non,100,58,55 ans et plus
1803,F,louis.richard@datascope.fr,Finance,Lille,CDI,2022-03-15,2.8,1707.0,Non,100,28,25-34 ans
2636,F,hugo.david@datascope.fr,Marketing,Nantes,Alternance,2015-11-22,9.1,1146.0,Oui,50,53,45-54 ans
2649,F,thomas.dubois@datascope.fr,Direction,Nantes,Stage,2020-08-09,4.4,900.0,Non,100,53,45-54 ans
1553,M,marie.leroy@datascope.fr,R&D,Bordeaux,CDI,2020-08-20,4.4,2106.0,Oui,80,50,45-54 ans
3001,M,léa.thomas@datascope.fr,Opérations,Nice,CDI,2022-08-29,2.3,3550.0,Non,100,36,35-44 ans
1451,M,alice.thomas@datascope.fr,Direction,Nice,CDD,2015-10-23,9.2,1808.0,Oui,50,53,45-54 ans
2361,F,thomas.moreau@datascope.fr,Juridique,Paris,CDI,2023-11-17,1.1,3054.0,Oui,80,59,55 ans et plus
1109,M,camille.dubois@datascope.fr,Juridique,Toulouse,CDD,2020-07-28,4.4,2761.0,Non,100,36,35-44 ans
2185,M,chloé.moreau@datascope.fr,Juridique,Grenoble,CDI,2015-09-02,9.3,3362.0,Oui,80,55,55 ans et plus
1615,M,inès.petit@datascope.fr,Commercial,Strasbourg,CDI,2024-12-10,0.1,1912.0,Non,100,46,45-54 ans
2078,F,louis.garcia@datascope.fr,Direction,Marseille,CDI,2022-08-21,2.4,2829.0,Non,100,55,55 ans et plus
2792,F,emma.michel@datascope.fr,RH,Nice,CDD,2024-01-24,0.9,1251.0,Oui,80,37,35-44 ans
1705,M,antoine.fournier@datascope.fr,Finance,Bordeaux,Stage,2022-03-06,2.8,900.0,Non,100,53,45-54 ans
1222,M,marie.roux@datascope.fr,Marketing,Bordeaux,CDI,2023-07-31,1.4,3558.0,Oui,80,41,35-44 ans
1325,M,emma.richard@datascope.fr,Opérations,Paris,CDD,2015-11-04,9.2,1368.0,Non,100,51,45-54 ans
2349,M,alice.bernard@datascope.fr,Direction,Bordeaux,CDI,2024-07-16,0.5,4287.0,Non,100,26,25-34 ans
3124,M,sophie.roux@datascope.fr,Informatique,Toulouse,CDI,2020-02-08,4.9,2447.0,Oui,80,49,45-54 ans
1171,F,alice.petit@datascope.fr,Commercial,Grenoble,CDI,2022-07-13,2.5,4643.0,Non,100,29,25-34 ans
2327,M,nicolas.vincent@datascope.fr,RH,Marseille,CDD,2023-02-10,1.9,2185.0,Oui,50,31,25-34 ans
1012,F,chloé.moreau@datascope.fr,Informatique,Marseille,CDI,2022-05-18,2.6,2474.0,Oui,80,30,25-34 ans
3072,F,nicolas.martin@datascope.fr,R&D,Grenoble,CDI,2021-07-29,3.4,3184.0,Oui,80,31,25-34 ans
1466,F,emma.robert@datascope.fr,Finance,Lyon,CDD,2022-01-13,3.0,2710.0,Non,100,26,25-34 ans
2520,F,pierre.laurent@datascope.fr,Juridique,Nice,CDI,2020-07-16,4.5,2085.0,Non,100,45,45-54 ans
3022,F,paul.petit@datascope.fr,Finance,Lyon,CDI,2019-08-02,5.4,3339.0,Non,100,27,25-34 ans
2888,F,alice.thomas@datascope.fr,Opérations,Grenoble,CDI,2020-07-12,4.5,2422.0,Non,100,33,25-34 ans
1242,M,louis.garcia@datascope.fr,Commercial,Marseille,CDD,2018-06-06,6.6,1714.0,Oui,50,30,25-34 ans
1713,M,julie.durand@datascope.fr,Informatique,Strasbourg,CDI,2015-08-16,9.4,2561.0,Non,100,52,45-54 ans
2505,M,thomas.martin@datascope.fr,Commercial,Nice,CDD,2016-03-09,8.8,2078.0,Oui,80,41,35-44 ans
1269,M,julie.fournier@datascope.fr,R&D,Nice,CDD,2022-04-09,2.7,3250.0,Non,100,46,45-54 ans
3120,F,romain.martin@datascope.fr,R&D,Strasbourg,CDI,2024-03-23,0.8,1667.0,Non,100,31,25-34 ans
2444,F,alice.bernard@datascope.fr,Commercial,Grenoble,CDI,2017-05-04,7.7,2609.0,Oui,80,26,25-34 ans
3236,M,lucas.dubois@datascope.fr,Juridique,Nantes,Interim,2017-07-04,7.5,2174.0,Oui,50,49,45-54 ans
1240,NB,thomas.david@datascope.fr,Logistique,Toulouse,CDI,2019-02-14,5.9,3036.0,Oui,50,33,25-34 ans
1398,F,hugo.laurent@datascope.fr,Logistique,Strasbourg,CDI,2022-03-09,2.8,2957.0,Non,100,32,25-34 ans
1443,F,alice.leroy@datascope.fr,Informatique,Marseille,CDI,2016-08-14,8.4,2540.0,Non,100,49,45-54 ans
2603,NB,julie.petit@datascope.fr,RH,Nantes,CDD,2022-06-25,2.5,3555.0,Non,100,44,35-44 ans
1323,F,chloé.simon@datascope.fr,RH,Marseille,CDI,2023-03-04,1.8,3343.0,Non,100,42,35-44 ans
1241,M,thomas.bernard@datascope.fr,Marketing,Strasbourg,CDI,2017-11-29,7.1,2197.0,Oui,50,56,55 ans et plus
3385,F,lucas.lefebvre@datascope.fr,Opérations,Nantes,CDD,2018-03-10,6.8,2046.0,Non,100,58,55 ans et plus
2190,M,paul.robert@datascope.fr,Logistique,Marseille,Stage,2019-06-24,5.5,900.0,Oui,50,35,35-44 ans
2783,M,théo.lefebvre@datascope.fr,Marketing,Nantes,CDI,2018-12-20,6.0,3308.0,Oui,80,46,45-54 ans
2701,F,julie.durand@datascope.fr,Informatique,Lyon,CDD,2023-06-03,1.6,1564.0,Non,100,44,35-44 ans
2337,F,paul.garcia@datascope.fr,RH,Grenoble,Alternance,2020-11-23,4.1,930.0,Non,100,48,45-54 ans
1020,F,chloé.thomas@datascope.fr,Juridique,Nice,CDI,2020-03-16,4.8,2808.0,Oui,80,48,45-54 ans
1507,F,théo.richard@datascope.fr,Marketing,Marseille,CDI,2021-03-25,3.8,2765.0,Oui,50,52,45-54 ans
1511,F,lucas.garcia@datascope.fr,Marketing,Lyon,Alternance,2018-05-24,6.6,964.0,Non,100,31,25-34 ans
1974,M,camille.david@datascope.fr,RH,Strasbourg,CDD,2022-05-13,2.6,2287.0,Non,100,56,55 ans et plus
1197,F,sarah.robert@datascope.fr,Direction,Grenoble,CDI,2022-08-06,2.4,3208.0,Non,100,59,55 ans et plus
2163,M,sophie.garcia@datascope.fr,Finance,Grenoble,CDI,2017-04-27,7.7,2351.0,Non,100,58,55 ans et plus
2811,M,louis.richard@datascope.fr,Opérations,Marseille,CDI,2016-02-20,8.9,1039.0,Oui,50,46,45-54 ans
2616,F,hugo.lefebvre@datascope.fr,R&D,Nantes,CDI,2018-07-20,6.5,2954.0,Oui,80,49,45-54 ans
2560,NB,inès.thomas@datascope.fr,Direction,Strasbourg,Stage,2015-06-21,9.5,900.0,Non,100,35,35-44 ans
1723,M,antoine.michel@datascope.fr,Finance,Bordeaux,CDI,2022-11-11,2.1,2871.0,Oui,50,48,45-54 ans
1629,F,louis.michel@datascope.fr,Opérations,Lille,CDI,2016-07-26,8.4,3790.0,Oui,80,38,35-44 ans
3375,M,théo.roux@datascope.fr,Logistique,Toulouse,CDD,2018-03-10,6.8,2052.0,Non,100,44,35-44 ans
3363,M,théo.roux@datascope.fr,R&D,Toulouse,CDI,2017-07-01,7.5,2289.0,Non,100,52,45-54 ans
1237,NB,théo.thomas@datascope.fr,RH,Lyon,CDI,2017-07-26,7.4,2009.0,Oui,50,48,45-54 ans
2435,M,louis.martin@datascope.fr,RH,Nantes,CDI,2022-10-29,2.2,2146.0,Non,100,25,25-34 ans
1607,M,lucas.vincent@datascope.fr,Informatique,Bordeaux,CDI,2015-07-19,9.5,2012.0,Oui,50,33,25-34 ans
2969,M,théo.roux@datascope.fr,Juridique,Lyon,Alternance,2023-07-12,1.5,1141.0,Non,100,39,35-44 ans
1055,F,hugo.richard@datascope.fr,Commercial,Lyon,Interim,2018-02-10,6.9,1964.0,Oui,50,26,25-34 ans
1751,F,emma.david@datascope.fr,Direction,Marseille,CDI,2022-08-26,2.3,3073.0,Non,100,25,25-34 ans
3097,M,emma.bernard@datascope.fr,Opérations,Toulouse,Stage,2022-09-07,2.3,900.0,Oui,80,44,35-44 ans
1492,F,louis.vincent@datascope.fr,R&D,Paris,CDI,2016-01-23,8.9,2664.0,Oui,50,53,45-54 ans
1787,M,théo.michel@datascope.fr,Informatique,Strasbourg,CDI,2017-01-31,7.9,2252.0,Oui,80,48,45-54 ans
2566,M,camille.vincent@datascope.fr,Commercial,Marseille,CDI,2024-06-05,0.6,3404.0,Oui,80,24,Moins de 25 ans
2606,F,léa.david@datascope.fr,Opérations,Lille,CDD,2018-04-06,6.7,2901.0,Non,100,35,35-44 ans
2005,M,paul.laurent@datascope.fr,Logistique,Toulouse,CDD,2018-01-15,7.0,2171.0,Non,100,55,55 ans et plus
1151,M,camille.robert@datascope.fr,R&D,Nantes,CDI,2020-08-11,4.4,2730.0,Oui,50,31,25-34 ans
2567,M,paul.garcia@datascope.fr,Logistique,Lyon,CDI,2020-10-22,4.2,3354.0,Non,100,50,45-54 ans
2222,M,pierre.leroy@datascope.fr,R&D,Lille,CDD,2021-11-21,3.1,2707.0,Non,100,39,35-44 ans
2747,M,lucas.petit@datascope.fr,RH,Nantes,CDI,2016-09-06,8.3,2585.0,Non,100,49,45-54 ans
1293,F,antoine.laurent@datascope.fr,Direction,Nantes,CDI,2017-03-21,7.8,3004.0,Non,100,44,35-44 ans
3198,F,julie.lefebvre@datascope.fr,Finance,Strasbourg,CDI,2019-05-26,5.6,2635.0,Oui,50,29,25-34 ans
2376,M,camille.david@datascope.fr,Commercial,Toulouse,CDI,2024-06-13,0.6,4380.0,Non,100,47,45-54 ans
2228,NB,louis.bertrand@datascope.fr,Commercial,Marseille,Alternance,2017-03-05,7.8,989.0,Non,100,24,Moins de 25 ans
1919,M,sophie.thomas@datascope.fr,Direction,Nice,CDD,2015-12-14,9.0,2439.0,Non,100,26,25-34 ans
2827,F,antoine.laurent@datascope.fr,Commercial,Bordeaux,CDI,2022-10-11,2.2,1596.0,Oui,80,28,25-34 ans
3144,M,chloé.lefebvre@datascope.fr,Logistique,Lille,CDI,2024-12-05,0.1,3009.0,Non,100,39,35-44 ans
1945,M,paul.dubois@datascope.fr,RH,Marseille,Alternance,2019-10-22,5.2,994.0,Non,100,35,35-44 ans
2170,F,antoine.dubois@datascope.fr,Finance,Nice,CDI,2017-12-26,7.0,3745.0,Oui,50,34,25-34 ans
